Order ID,Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
WOWID0999,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,9.522,1,0.7,-6.9828
WOWID1000,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,791.964,6,0.4,-131.994
WOWID1001,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.923,3,0.7,-3.9384
WOWID1002,Standard Class,Corporate,Seattle,Washington,West,Furniture,Tables,653.55,3,0,111.1035
WOWID1003,Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,33.9,2,0,2.034
WOWID1004,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,8.134,7,0.8,-13.8278
WOWID1005,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Accessories,79.984,2,0.2,13.9972
WOWID1006,Standard Class,Home Office,Des Moines,Washington,West,Office Supplies,Paper,18.54,2,0,8.7138
WOWID1007,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,24.4,2,0.2,7.93
WOWID1008,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,99.846,9,0.7,-83.205
WOWID1009,Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Binders,5.792,2,0.8,-9.5568
WOWID1010,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,466.158,7,0.4,-93.2316
WOWID1011,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,10.312,1,0.2,-1.289
WOWID1012,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.556,3,0.7,-1.7892
WOWID1013,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,14.016,4,0.8,-31.536
WOWID1014,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Tables,214.95,5,0.5,-120.372
WOWID1015,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,35.04,4,0.2,-7.008
WOWID1016,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,10.776,3,0.6,-4.8492
WOWID1017,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,4.6,2,0.8,-8.05
WOWID1018,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,35.168,2,0.2,-8.3524
WOWID1019,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,52.512,6,0.2,19.692
WOWID1020,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,186.912,6,0.2,-35.046
WOWID1021,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,10.048,4,0.2,3.14
WOWID1022,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,3.304,1,0.2,1.0738
WOWID1023,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Fasteners,17.05,5,0,8.184
WOWID1024,Standard Class,Corporate,Seattle,Washington,West,Furniture,Bookcases,1367.84,8,0,259.8896
WOWID1025,Standard Class,Consumer,Waco,Texas,Central,Office Supplies,Binders,2.072,2,0.8,-3.5224
WOWID1026,Standard Class,Consumer,Waco,Texas,Central,Furniture,Bookcases,328.3992,3,0.32,-91.7586
WOWID1027,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,748.752,8,0.4,-162.2296
WOWID1028,Standard Class,Consumer,Pasadena,Texas,Central,Technology,Accessories,167.952,6,0.2,-27.2922
WOWID1029,Standard Class,Consumer,Pasadena,Texas,Central,Office Supplies,Art,45.04,2,0.2,4.504
WOWID1030,Standard Class,Consumer,Kent,Washington,West,Office Supplies,Envelopes,158.13,3,0,77.4837
WOWID1031,Standard Class,Consumer,Kent,Washington,West,Technology,Phones,43.6,5,0.2,4.36
WOWID1032,Standard Class,Consumer,Round Rock,Texas,Central,Office Supplies,Supplies,3930.072,3,0.2,-786.0144
WOWID1033,Standard Class,Consumer,Round Rock,Texas,Central,Office Supplies,Fasteners,2.304,1,0.2,0.7776
WOWID1034,Standard Class,Consumer,Round Rock,Texas,Central,Technology,Phones,431.976,3,0.2,32.3982
WOWID1035,Standard Class,Consumer,Round Rock,Texas,Central,Technology,Accessories,41.72,7,0.2,5.7365
WOWID1036,Standard Class,Corporate,Carrollton,Texas,Central,Office Supplies,Binders,3.318,3,0.8,-5.6406
WOWID1037,Standard Class,Consumer,Frankfort,Illinois,Central,Office Supplies,Appliances,20.768,8,0.8,-52.9584
WOWID1038,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,12.576,4,0.2,4.0872
WOWID1039,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,45.528,3,0.2,15.9348
WOWID1040,First Class,Home Office,Houston,Texas,Central,Technology,Phones,196.776,3,0.2,14.7582
WOWID1041,First Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,2.92,2,0.8,-4.818
WOWID1042,First Class,Home Office,Houston,Texas,Central,Furniture,Tables,200.795,1,0.3,-22.948
WOWID1043,First Class,Home Office,Houston,Texas,Central,Technology,Accessories,46.688,4,0.2,-2.918
WOWID1044,First Class,Home Office,Houston,Texas,Central,Office Supplies,Art,21.864,3,0.2,3.5529
WOWID1045,First Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,11.76,2,0,5.7624
WOWID1046,First Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,167.94,3,0,82.2906
WOWID1047,First Class,Corporate,Seattle,Washington,West,Office Supplies,Appliances,3.89,1,0,1.0114
WOWID1048,Standard Class,Home Office,Odessa,Texas,Central,Furniture,Chairs,340.116,6,0.3,-9.7176
WOWID1049,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Storage,15.84,3,0,0
WOWID1050,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Labels,44.4,3,0,22.2
WOWID1051,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,17.904,2,0.2,6.2664
WOWID1052,Standard Class,Consumer,Houston,Texas,Central,Furniture,Chairs,966.7,5,0.3,-13.81
WOWID1053,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,182.112,6,0.2,61.4628
WOWID1054,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,89.568,2,0.2,32.4684
WOWID1055,Standard Class,Consumer,Decatur,Illinois,Central,Furniture,Chairs,37.296,2,0.3,-1.0656
WOWID1056,First Class,Home Office,Garland,Texas,Central,Furniture,Furnishings,8.544,2,0.6,-7.476
WOWID1057,First Class,Consumer,Houston,Texas,Central,Furniture,Chairs,191.058,3,0.3,-46.3998
WOWID1058,First Class,Consumer,Houston,Texas,Central,Office Supplies,Art,13.04,5,0.2,3.912
WOWID1059,First Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,1525.188,6,0.8,-2287.782
WOWID1060,Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,31.92,2,0.2,2.394
WOWID1061,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,26.976,4,0.2,8.7672
WOWID1062,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Envelopes,1.632,1,0.2,0.5508
WOWID1063,Standard Class,Corporate,Dallas,Texas,Central,Technology,Phones,267.96,5,0.2,16.7475
WOWID1064,Standard Class,Consumer,Park Ridge,Illinois,Central,Office Supplies,Paper,143.856,9,0.2,48.5514
WOWID1065,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,41.92,4,0.2,15.196
WOWID1066,Standard Class,Corporate,Dallas,Texas,Central,Technology,Phones,329.584,2,0.2,37.0782
WOWID1067,First Class,Corporate,Dallas,Texas,Central,Office Supplies,Storage,720.76,5,0.2,54.057
WOWID1068,Standard Class,Consumer,Houston,Texas,Central,Technology,Phones,151.192,1,0.2,13.2293
WOWID1069,Standard Class,Consumer,Seattle,Washington,West,Technology,Phones,88.776,3,0.2,7.7679
WOWID1070,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Labels,11.56,4,0,5.4332
WOWID1071,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,15.58,1,0,3.895
WOWID1072,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.4432
WOWID1073,Standard Class,Corporate,Houston,Texas,Central,Furniture,Tables,347.361,7,0.3,-69.4722
WOWID1074,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
WOWID1075,Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,98.16,6,0,9.816
WOWID1076,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Art,31.44,3,0,7.86
WOWID1077,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,348.488,7,0.2,117.6147
WOWID1078,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,172.736,4,0.2,-30.2288
WOWID1079,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,358.2,3,0.4,41.79
WOWID1080,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,545.916,14,0.4,72.7888
WOWID1081,First Class,Consumer,Seattle,Washington,West,Technology,Accessories,71.98,2,0,15.1158
WOWID1082,First Class,Consumer,Seattle,Washington,West,Technology,Accessories,79.98,2,0,26.3934
WOWID1083,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,73.176,6,0.8,-197.5752
WOWID1084,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,20.736,4,0.2,7.2576
WOWID1085,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,39.984,2,0.2,-8.9964
WOWID1086,First Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,36.288,7,0.2,12.7008
WOWID1087,First Class,Consumer,Houston,Texas,Central,Technology,Phones,150.384,2,0.2,15.0384
WOWID1088,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Envelopes,20.936,1,0.2,7.0659
WOWID1089,Standard Class,Corporate,Rockford,Illinois,Central,Office Supplies,Paper,38.016,6,0.2,13.7808
WOWID1090,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,8.384,1,0.2,0.7336
WOWID1091,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,6.848,2,0.2,0.7704
WOWID1092,Standard Class,Consumer,Edmonds,Washington,West,Office Supplies,Fasteners,19.6,5,0,9.604
WOWID1093,Standard Class,Consumer,Edmonds,Washington,West,Furniture,Furnishings,68.46,2,0,20.538
WOWID1094,Standard Class,Home Office,San Antonio,Texas,Central,Office Supplies,Binders,3.592,4,0.8,-6.286
WOWID1095,First Class,Consumer,Houston,Texas,Central,Office Supplies,Storage,18.16,2,0.2,1.816
WOWID1096,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,7.656,4,0.7,-6.1248
WOWID1097,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,3.312,1,0.2,0.6624
WOWID1098,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,20.136,3,0.2,1.2585
WOWID1099,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,8.856,3,0.2,2.8782
WOWID1100,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,859.2,4,0.4,-186.16
WOWID1101,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,56.704,2,0.2,19.1376
WOWID1102,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Phones,11.12,2,0.2,3.475
WOWID1103,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Chairs,239.96,10,0.3,-10.284
WOWID1104,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,54.768,2,0.2,6.846
WOWID1105,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,13.392,3,0.2,3.1806
WOWID1106,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,23.92,5,0.2,8.671
WOWID1107,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,255.968,4,0.2,-28.7964
WOWID1108,Standard Class,Corporate,Cedar Hill,Texas,Central,Office Supplies,Paper,115.296,3,0.2,40.3536
WOWID1109,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Chairs,181.986,2,0.3,-54.5958
WOWID1110,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,1.592,2,0.8,-2.6268
WOWID1111,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Supplies,22.344,3,0.2,2.5137
WOWID1112,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Art,2.672,1,0.2,0.334
WOWID1113,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Supplies,16.656,6,0.2,-3.123
WOWID1114,Standard Class,Corporate,Houston,Texas,Central,Technology,Accessories,79.512,3,0.2,20.8719
WOWID1115,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,36.288,7,0.2,12.7008
WOWID1116,Standard Class,Corporate,Houston,Texas,Central,Furniture,Bookcases,67.9932,1,0.32,-12.9987
WOWID1117,Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,843.9,2,0,371.316
WOWID1118,Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,1496.16,9,0,224.424
WOWID1119,First Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,34.76,5,0.2,11.297
WOWID1120,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Labels,14.62,2,0,6.8714
WOWID1121,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,53.984,14,0.2,17.5448
WOWID1122,Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,389.97,3,0,132.5898
WOWID1123,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Envelopes,15.84,2,0.2,5.544
WOWID1124,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Paper,8.448,2,0.2,2.64
WOWID1125,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,12.96,2,0,6.2208
WOWID1126,Standard Class,Corporate,Seattle,Washington,West,Technology,Phones,57.408,6,0.2,5.7408
WOWID1127,Standard Class,Corporate,Seattle,Washington,West,Technology,Accessories,27.6,4,0,2.208
WOWID1128,Standard Class,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,38.976,3,0.6,-50.6688
WOWID1129,Standard Class,Home Office,Houston,Texas,Central,Furniture,Chairs,275.058,3,0.3,-90.3762
WOWID1130,Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,Binders,27.396,9,0.8,-42.4638
WOWID1131,Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,Binders,13.456,1,0.8,-23.548
WOWID1132,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,331.536,3,0.2,-82.884
WOWID1133,Standard Class,Corporate,Houston,Texas,Central,Technology,Phones,946.344,7,0.2,118.293
WOWID1134,Standard Class,Consumer,Buffalo Grove,Illinois,Central,Furniture,Tables,355.455,3,0.5,-184.8366
WOWID1135,Standard Class,Consumer,Fort Worth,Texas,Central,Office Supplies,Appliances,3.16,4,0.8,-8.532
WOWID1136,Standard Class,Consumer,Fort Worth,Texas,Central,Technology,Copiers,1999.96,5,0.2,624.9875
WOWID1137,Standard Class,Home Office,San Antonio,Texas,Central,Office Supplies,Labels,60.144,6,0.2,20.2986
WOWID1138,Standard Class,Consumer,Waco,Texas,Central,Office Supplies,Storage,23.968,2,0.2,2.3968
WOWID1139,First Class,Consumer,El Paso,Texas,Central,Technology,Phones,575.968,4,0.2,43.1976
WOWID1140,First Class,Consumer,El Paso,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
WOWID1141,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Storage,61.792,4,0.2,6.1792
WOWID1142,Standard Class,Corporate,Dallas,Texas,Central,Furniture,Bookcases,205.9992,3,0.32,-27.2646
WOWID1143,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,83.7,5,0,3.348
WOWID1144,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Storage,33.488,7,0.2,-1.2558
WOWID1145,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Supplies,23.04,3,0.2,-4.896
WOWID1146,Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Binders,1.362,1,0.8,-2.1792
WOWID1147,Standard Class,Corporate,Dallas,Texas,Central,Furniture,Furnishings,14.76,5,0.6,-11.439
WOWID1148,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,4.672,1,0.2,0.584
WOWID1149,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,104.58,6,0.7,-80.178
WOWID1150,First Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Art,11.736,3,0.2,1.0269
WOWID1151,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,38.432,1,0.2,13.4512
WOWID1152,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,21.568,2,0.2,1.6176
WOWID1153,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Accessories,81.576,3,0.2,2.0394
WOWID1154,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Storage,46.53,3,0,13.0284
WOWID1155,Standard Class,Corporate,Bellingham,Washington,West,Technology,Accessories,1099.5,10,0,362.835
WOWID1156,First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Bookcases,87.21,3,0.5,-45.3492
WOWID1157,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,0.2,5.4432
WOWID1158,First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,683.988,2,0.4,-113.998
WOWID1159,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,13.392,3,0.2,1.0044
WOWID1160,First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,16.776,3,0.2,4.8231
WOWID1161,First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,527.92,2,0.2,85.787
WOWID1162,Standard Class,Consumer,Plano,Texas,Central,Technology,Phones,95.992,1,0.2,9.5992
WOWID1163,Standard Class,Consumer,Plano,Texas,Central,Office Supplies,Labels,13.216,4,0.2,4.2952
WOWID1164,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Paper,20.736,4,0.2,7.2576
WOWID1165,Standard Class,Consumer,Cedar Hill,Texas,Central,Office Supplies,Envelopes,7.08,3,0.2,2.478
WOWID1166,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Fasteners,8.4,5,0,0.336
WOWID1167,Standard Class,Corporate,Seattle,Washington,West,Technology,Phones,71.96,5,0.2,25.186
WOWID1168,Standard Class,Consumer,Carrollton,Texas,Central,Office Supplies,Appliances,19.568,2,0.8,-52.8336
WOWID1169,Standard Class,Consumer,Carrollton,Texas,Central,Office Supplies,Binders,310.392,4,0.8,-512.1468
WOWID1170,First Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,173.488,7,0.2,54.215
WOWID1171,First Class,Consumer,Edinburg,Texas,Central,Office Supplies,Binders,2.068,1,0.8,-3.4122
WOWID1172,First Class,Consumer,Edinburg,Texas,Central,Office Supplies,Paper,83.84,8,0.2,30.392
WOWID1173,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,27.968,2,0.2,6.992
WOWID1174,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,23.904,6,0.2,7.7688
WOWID1175,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,17.544,3,0.2,5.9211
WOWID1176,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,152.688,2,0.2,-26.7204
WOWID1177,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Fasteners,3.488,2,0.2,0.5668
WOWID1178,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Supplies,5.888,2,0.2,-1.3248
WOWID1179,First Class,Home Office,Houston,Texas,Central,Office Supplies,Storage,151.056,9,0.2,7.5528
WOWID1180,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,6.216,6,0.8,-9.6348
WOWID1181,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,23.616,9,0.2,2.6568
WOWID1182,Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,24.032,2,0.2,-0.6008
WOWID1183,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Labels,2.088,1,0.2,0.6786
WOWID1184,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,4.488,6,0.8,-6.732
WOWID1185,First Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Tables,314.532,2,0.4,-83.8752
WOWID1186,Standard Class,Consumer,Grand Prairie,Texas,Central,Office Supplies,Appliances,19.432,2,0.8,-49.5516
WOWID1187,Standard Class,Consumer,Grand Prairie,Texas,Central,Technology,Accessories,65.44,5,0.2,-8.18
WOWID1188,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Labels,6,2,0.2,2.1
WOWID1189,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,1.908,3,0.8,-3.2436
WOWID1190,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,61.568,2,0.2,4.6176
WOWID1191,Standard Class,Home Office,Bedford,Texas,Central,Office Supplies,Paper,20.96,4,0.2,6.812
WOWID1192,Standard Class,Home Office,Mcallen,Texas,Central,Technology,Accessories,27.696,3,0.2,3.462
WOWID1193,Standard Class,Home Office,Mcallen,Texas,Central,Office Supplies,Appliances,73.164,6,0.8,-186.5682
WOWID1194,First Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,51.968,2,0.2,10.3936
WOWID1195,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,51.336,3,0.2,5.7753
WOWID1196,First Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,332.704,1,0.2,33.2704
WOWID1197,First Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,42.408,3,0.2,9.5418
WOWID1198,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,117.456,3,0.2,44.046
WOWID1199,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,106.8,10,0.2,10.68
WOWID1200,Standard Class,Consumer,Des Plaines,Illinois,Central,Technology,Phones,383.84,4,0.2,47.98
WOWID1201,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,25.92,5,0.2,9.072
WOWID1202,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,6.33,5,0.8,-9.8115
WOWID1203,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,75.88,5,0.2,26.558
WOWID1204,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,329.988,2,0.4,-76.9972
WOWID1205,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,71.376,3,0.2,-4.461
WOWID1206,Standard Class,Consumer,Evanston,Illinois,Central,Technology,Copiers,1439.968,4,0.2,485.9892
WOWID1207,Standard Class,Consumer,Evanston,Illinois,Central,Technology,Accessories,43.56,3,0.2,-4.9005
WOWID1208,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,2793.528,9,0.2,942.8157
WOWID1209,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Storage,1000.02,7,0,290.0058
WOWID1210,Standard Class,Corporate,Seattle,Washington,West,Furniture,Furnishings,65.94,3,0,22.4196
WOWID1211,Standard Class,Consumer,Irving,Texas,Central,Technology,Phones,88.776,3,0.2,7.7679
WOWID1212,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,57.576,3,0.2,21.591
WOWID1213,Standard Class,Home Office,Bellevue,Washington,West,Office Supplies,Supplies,25.35,3,0,7.605
WOWID1214,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Art,119.04,6,0,30.9504
WOWID1215,Standard Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,22.14,3,0,6.4206
WOWID1216,Standard Class,Home Office,Seattle,Washington,West,Technology,Accessories,13.98,2,0,6.0114
WOWID1217,First Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,2.394,1,0.8,-6.3441
WOWID1218,Standard Class,Corporate,Plano,Texas,Central,Office Supplies,Labels,9.856,4,0.2,3.4496
WOWID1219,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,14.592,3,0.2,4.9248
WOWID1220,First Class,Corporate,Rockford,Illinois,Central,Office Supplies,Binders,442.372,7,0.8,-729.9138
WOWID1221,First Class,Corporate,Palatine,Illinois,Central,Technology,Accessories,116.312,7,0.2,23.2624
WOWID1222,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,24.588,3,0.8,-38.1114
WOWID1223,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Envelopes,13.984,2,0.2,4.7196
WOWID1224,Standard Class,Consumer,Dallas,Texas,Central,Technology,Phones,195.96,5,0.2,19.596
WOWID1225,Standard Class,Consumer,Dallas,Texas,Central,Furniture,Furnishings,108.4,5,0.6,-105.69
WOWID1226,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.412,1,0.7,-2.01
WOWID1227,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,83.92,5,0.2,-13.637
WOWID1228,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,19.68,5,0.2,6.888
WOWID1229,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,25.92,4,0,12.4416
WOWID1230,Standard Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,6.48,1,0,3.1104
WOWID1231,Standard Class,Corporate,Seattle,Washington,West,Technology,Phones,86.352,6,0.2,8.6352
WOWID1232,Standard Class,Consumer,Renton,Washington,West,Office Supplies,Binders,150.8,5,0.2,56.55
WOWID1233,Standard Class,Consumer,Renton,Washington,West,Technology,Machines,1039.992,1,0.2,103.9992
WOWID1234,Standard Class,Consumer,Renton,Washington,West,Office Supplies,Paper,51.84,8,0,24.8832
WOWID1235,Standard Class,Corporate,Grand Prairie,Texas,Central,Furniture,Furnishings,38.08,5,0.6,-29.512
WOWID1236,First Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Labels,4.928,2,0.2,1.7248
WOWID1237,First Class,Consumer,Austin,Texas,Central,Office Supplies,Binders,32.784,4,0.8,-52.4544
WOWID1238,First Class,Consumer,Austin,Texas,Central,Technology,Accessories,47.984,2,0.2,14.3952
WOWID1239,First Class,Consumer,Austin,Texas,Central,Technology,Accessories,62.592,8,0.2,13.3008
WOWID1240,First Class,Consumer,Austin,Texas,Central,Office Supplies,Binders,4.276,1,0.8,-6.6278
WOWID1241,Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Art,5.248,2,0.2,0.5904
WOWID1242,First Class,Consumer,Houston,Texas,Central,Furniture,Chairs,899.43,5,0.3,-12.849
WOWID1243,First Class,Consumer,Houston,Texas,Central,Office Supplies,Art,46.2,5,0.2,5.775
WOWID1244,First Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,47.952,3,0.2,16.1838
WOWID1245,First Class,Consumer,Houston,Texas,Central,Technology,Phones,7.992,1,0.2,0.6993
WOWID1246,First Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,76.864,2,0.2,26.9024
WOWID1247,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,108.576,4,0.4,-25.3344
WOWID1248,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,5.984,2,0.2,-1.3464
